Symbol,Description,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating,Price,Price - Currency
ON,ON Semiconductor Corporation,7.800325370322801,11015774,0.9056137878154334,49340613046.01249,USD,89.7426758856654,1.4029,USD,-2.6912672539363216,0,Electronic technology,Buy,125.9,USD
FER,Ferrovial N.V.,0.8389755666764901,1622095,0.8359365494323153,49206140211.813385,USD,47.292612392646724,1.448640634,USD,-68.71270985641983,1.62083190394511,Industrial services,Buy,68.51,USD
CRDO,Credo Technology Group Holding Ltd,3.4288903951198204,7921230,0.6449619536420573,47848157409.41016,USD,104.50809765530578,2.4822,USD,790.6350914962326,0,Technology services,Strong buy,259.41,USD
CCJ,Cameco Corporation,6.002377179080827,3353769,0.875247021821693,46610736867.13097,USD,99.66002688768297,1.073850804,USD,170.61195254337045,0.170176558179111,Non-energy minerals,Buy,107.02,USD
AU,AngloGold Ashanti PLC,6.940903823870231,3353506,1.1029505378794182,46607141683.07185,USD,13.539007716456885,6.8166,USD,,5.33024333719583,Non-energy minerals,Buy,92.29,USD
CLS,"Celestica, Inc.",2.6276963776963735,1546929,0.6170617711969549,46385897300.58831,USD,49.06270267444339,8.223150744,USD,137.55662783391023,0,Electronic technology,Strong buy,403.45,USD
STT,State Street Corporation,-0.15510350175982276,2372528,1.2716543838005419,46322498961.413055,USD,16.974817188815305,9.8599,USD,10.73438079087162,1.95669032989322,Finance,Buy,167.37,USD
GFS,GlobalFoundries Inc.,3.194888178913749,2067109,0.46667657916426714,46056011318.35464,USD,60.33045977011495,1.392,USD,,0,Electronic technology,Buy,83.98,USD
GRMN,Garmin Ltd.,0.0293994120117569,877532,1.5475807741572079,45932562610.428055,USD,26.55628031443385,8.9685,USD,18.14337654125831,1.25157496850063,Electronic technology,Neutral,238.17,USD
HUM,Humana Inc.,0.27424713886397434,1784732,1.3496200343633855,45654586345.97357,USD,40.696069093205196,9.3439,USD,-33.932220407412906,0.933495068825484,Health services,Neutral,380.26,USD
XYZ,"Block, Inc.",6.947640966628306,9545356,1.7336869547455924,44251909625.42074,USD,57.76103169670603,1.2872,USD,-68.69116824362123,0,Commercial services,Strong buy,74.35,USD
DHI,"D.R. Horton, Inc.",0.648971380362126,2105188,1.0853851682807731,43980362276.62191,USD,14.529289976860309,10.6743,USD,-19.23199152542372,1.13569991563372,Consumer durables,Neutral,155.09,USD
VIK,Viking Holdings Ltd,2.7967479674796727,3295940,1.5003344632326014,42273887951.762276,USD,35.315805154178456,2.6852,USD,117.98993343075175,0,Consumer services,Buy,94.83,USD
CCL,Carnival Corporation Ltd.,3.221384509938318,37900563,1.693882000051093,41664332413.45991,USD,13.3914280633114,2.2492,USD,49.77691949124326,1.02810143934202,Consumer services,Strong buy,30.12,USD
JBL,Jabil Inc.,0.21048802037316208,1211907,1.0540777281942462,40684977864.4803,USD,51.68194489117616,7.4616,USD,78.81518404907976,0.0831557611350761,Producer manufacturing,Buy,385.63,USD
TEVA,Teva Pharmaceutical Industries Limited,-2.714409471556468,5241832,0.8400432509536246,40538561910.2454,USD,25.03529761462436,1.3457,USD,,0,Health technology,Strong buy,33.69,USD
HEI,Heico Corporation,1.3781249057627916,535162,0.8381453370783173,39711289951.16866,USD,60.0417924309264,5.5991,USD,30.878193590612646,0.0723741744820723,Electronic technology,Buy,336.18,USD
HEI.A,Heico Corporation,0.6637257679388022,317975,0.9052416473504796,39431449390.60034,USD,44.423210873176046,5.5991,USD,30.878193590612646,0.097130600186167,Electronic technology,Buy,248.73,USD
STLD,"Steel Dynamics, Inc.",-3.738152496817086,1614135,1.6352660717051815,39253278981.46206,USD,29.156133510433182,9.3356,USD,23.396999537373596,0.717923327203282,Non-energy minerals,Buy,272.19,USD
UAL,"United Airlines Holdings, Inc.",3.852146814404435,7737234,1.5802581745557536,38938629696.391624,USD,10.703674955167154,11.2083,USD,2.1760137106184336,0,Transportation,Strong buy,119.97,USD
A,"Agilent Technologies, Inc.",0.577634011090573,1530105,0.6565367283707341,36882786761.37338,USD,26.22868505091486,4.9789,USD,22.799358737205583,0.774799753542822,Health technology,Buy,130.59,USD
WAT,Waters Corporation,0.627232582341861,653394,0.7504451717471682,35126970309.32299,USD,45.54145397609379,7.8557,USD,-28.76263885740195,0,Health technology,Buy,357.76,USD
HBAN,Huntington Bancshares Incorporated,-1.7694063926940566,28430223,1.1870026261068505,34886918799.8556,USD,13.177641653905054,1.306,USD,0.6861460180402538,3.53881278538813,Finance,Strong buy,17.21,USD
RVMD,"Revolution Medicines, Inc.",4.022876454149605,2131789,0.7151949174534058,34028189278.16794,USD,,-7.073,USD,-76.93115869521715,0,Health technology,Strong buy,160.06,USD
TECK,Teck Resources Ltd,2.03578038247994,2779976,0.8820213591247912,32386608953.20075,USD,24.429117698710705,2.708243532,USD,453.8008787023556,0.55181547290586,Non-energy minerals,Neutral,66.16,USD
TSEM,Tower Semiconductor Ltd.,9.105431309904152,2167185,1.1207299605947336,32058506314.88818,USD,133.23734324198793,2.153,USD,19.213732004429676,0,Electronic technology,Buy,286.86,USD
NTAP,"NetApp, Inc.",0.1299424540560482,3001712,0.9017182143797722,31703761877.749393,USD,25.452200446695397,6.3578,USD,11.901577020557582,1.28704906874575,Electronic technology,Neutral,161.82,USD
CNC,Centene Corporation,-2.745819911029298,6468484,1.227542520405607,31306730787.12993,USD,,-13.1443,USD,-295.7045441010065,0,Health services,Buy,63.4,USD
AMRZ,Amrize Ltd,1.598645852924584,2930237,0.8412425025301982,29858795634.449127,USD,25.844416802219886,2.0902,USD,-6.147007318934949,1.03441790483355,Non-energy minerals,Buy,54.02,USD
FSLR,"First Solar, Inc.",2.319404436796225,2060452,0.7452642606591096,29389568638.279636,USD,17.670202731513186,15.4786,USD,31.587180141120463,0,Electronic technology,Buy,273.51,USD
MTZ,"MasTec, Inc.",2.446483180428133,944010,0.8953050473046104,29383049658.975536,USD,65.0076047621545,5.7201,USD,111.18289891456841,0,Industrial services,Strong buy,371.85,USD
MTSI,"MACOM Technology Solutions Holdings, Inc.",1.289914970911095,1444829,0.7934251373543021,29356325495.392944,USD,166.82708983697538,2.3064,USD,,0,Electronic technology,Buy,384.77,USD
MDB,"MongoDB, Inc.",3.319719953325553,1271770,0.578227059818814,28487380144.975025,USD,,-0.371,USD,67.75595341560926,0,Technology services,Buy,354.18,USD
ZM,"Zoom Communications, Inc.",0.6084543125533659,4219592,0.9773702547560377,27637138182.152,USD,13.830801966395187,6.8145,USD,104.61506125390343,0,Technology services,Buy,94.25,USD
PPG,"PPG Industries, Inc.",1.8350930115635977,1588506,0.9207184695253481,27089035426.647808,USD,17.41142423243886,6.9799,USD,18.227243470307247,2.37975532093179,Process industries,Buy,121.53,USD
ATI,ATI Inc.,-1.3452237001209126,1963146,1.0812174010072584,26722274022.837513,USD,64.57261574990108,3.0324,USD,9.706595275134763,0,Non-energy minerals,Strong buy,195.81,USD
JBHT,"J.B. Hunt Transport Services, Inc.",-2.142659662703894,868408,0.9500643180178628,26701760676.419827,USD,43.83485301174978,6.4597,USD,17.295540383497958,0.615150677356926,Transportation,Buy,283.16,USD
STRL,"Sterling Infrastructure, Inc.",0.8940732720986216,546519,0.7947024201010118,26594594705.435406,USD,77.48294636710682,11.1853,USD,30.73659357613726,0,Industrial services,Strong buy,866.67,USD
WSM,"Williams-Sonoma, Inc.",-0.11183680773016015,1407913,1.4005092080715298,26291640326.74649,USD,24.993004331717795,8.9341,USD,1.1331220285261625,1.22573141272256,Retail trade,Buy,223.29,USD
XPO,"XPO, Inc.",-3.324136118775458,1438901,0.9874666827161079,25917079363.782684,USD,75.63215240183649,2.9186,USD,-10.196923076923074,0,Transportation,Buy,220.74,USD
MKSI,MKS Inc.,5.518850684584891,915164,0.9100195683780024,25350665315.73314,USD,78.44989757953262,4.7842,USD,42.58210645526615,0.255840760212545,Producer manufacturing,Buy,375.32,USD
ILMN,"Illumina, Inc.",3.677703919985083,2159189,1.04847125973745,25250457700.86127,USD,30.28966568659479,5.5098,USD,,0,Health technology,Buy,166.89,USD
SYF,Synchrony Financial,1.703925845147219,3146559,0.960512929012542,25096583759.566113,USD,7.723442578828596,9.6602,USD,32.616723638510216,1.63576881134133,Finance,Buy,74.61,USD
ENTG,"Entegris, Inc.",8.218176986446968,5289557,1.6940534895588564,24840725705.58251,USD,93.88472622478385,1.735,USD,-15.096647908000968,0.265745415891576,Producer manufacturing,Buy,162.89,USD
AFRM,"Affirm Holdings, Inc.",8.659513374641081,6543878,1.5163796853796443,24079207423.24619,USD,65.3398764085787,1.1004,USD,,0,Technology services,Buy,71.9,USD
WST,"West Pharmaceutical Services, Inc.",0.7937473389696532,558875,0.84743488227725,23414731486.672134,USD,44.30586190762649,7.4805,USD,17.468318650774957,0.264582446323216,Health technology,Strong buy,331.43,USD
CPAY,"Corpay, Inc.",-0.7413439667518426,537178,1.0511890546621125,23103475352.94266,USD,21.1295557933372,16.7287,USD,17.324402987691553,0,Commercial services,Buy,353.47,USD
SNX,TD SYNNEX Corporation,1.4252627828255835,626508,0.7651958442762677,22883323382.576878,USD,23.648508312078892,12.0367,USD,50.41738521906475,0.655620880099768,Distribution services,Strong buy,284.65,USD
IONQ,"IonQ, Inc.",5.756266205704405,25313507,0.8535175300991499,22836653591.383232,USD,,-0.1712,USD,88.51160917997584,0,Electronic technology,Buy,61.18,USD
FN,Fabrinet,4.0212107821476,664568,0.7565856920092575,22772665633.878925,USD,54.64863331126455,11.6303,USD,29.62884529647794,0,Electronic technology,Buy,635.58,USD
LUV,Southwest Airlines Company,1.3415438750824709,6768922,1.231165936125233,22522693260.414337,USD,29.357798165137613,1.5696,USD,86.39116494478093,1.58346162304816,Transportation,Neutral,46.08,USD
HPQ,HP Inc.,-2.5356576862123497,15045728,0.7290167962381856,22497258341.053883,USD,9.078830823737821,2.7096,USD,4.43228243274494,4.67036450079239,Technology services,Neutral,24.6,USD
CHRW,"C.H. Robinson Worldwide, Inc.",-1.8013832972024408,1140949,0.9203601229255983,22425346352.367863,USD,38.51058661592648,4.9402,USD,18.025658790644343,1.2903891813771,Transportation,Buy,190.25,USD
SQM,Sociedad Quimica y Minera S.A.,-1.0104612458392872,1749528,1.3150249512501482,22082664803.345585,USD,29.271979470594438,2.8447,USD,35.236510577608755,0.786590584878745,Process industries,Buy,83.27,USD
IREN,IREN Limited,1.8069265517818276,33192669,0.6481112806665249,21714778122.646812,USD,209.53856749311296,0.2904,USD,,0,Technology services,Buy,60.85,USD
PAAS,Pan American Silver Corp.,5.878687162442872,7278749,1.396857022809875,21476210297.067947,USD,16.434021855589222,3.101492772,USD,268.102187123853,1.27300148367953,Non-energy minerals,Strong buy,50.97,USD
TTMI,"TTM Technologies, Inc.",6.498325173924238,2313910,1.0572003259629807,21461653636.02628,USD,112.33353264119151,1.8397,USD,145.6864316239316,0,Electronic technology,Strong buy,206.66,USD
AMKR,"Amkor Technology, Inc.",3.2133365547233588,6110072,1.024345934746647,21178227182.35709,USD,48.73930405019966,1.753,USD,37.40398181533154,0.401570427639526,Electronic technology,Neutral,85.44,USD
ROKU,"Roku, Inc.",-1.9212028400389745,27132712,7.417503827232575,20794528326.886402,USD,105.95578282448488,1.3298,USD,,0,Technology services,Buy,140.9,USD
AS,"Amer Sports, Inc.",1.2126339537507043,4327956,1.1124170835381546,20754173991.086292,USD,44.45683141335315,0.8073,USD,116.8412570507655,0,Consumer durables,Strong buy,35.89,USD
MRNA,"Moderna, Inc.",4.448006411540786,6342068,1.1291788874370634,20684467404.162094,USD,,-8.1462,USD,6.610262759664318,0,Health technology,Neutral,52.13,USD
OKTA,"Okta, Inc.",1.5736520767047881,2854031,0.6052798150196752,20530125443.036892,USD,85.7931435212086,1.3768,USD,113.75562800807329,0,Technology services,Buy,118.12,USD
LSCC,Lattice Semiconductor Corporation,3.0720265688784316,1639966,0.8696995947593149,20410060474.59579,USD,1049.0845070422536,0.142,USD,-61.776581426648725,0,Electronic technology,Buy,148.97,USD
ALB,Albemarle Corporation,-0.8919140945898263,2843393,1.2167143778431633,19919161598.0818,USD,,-3.4136,USD,69.31098964326812,0.950592653444431,Process industries,Buy,168.9,USD
DKS,Dick's Sporting Goods Inc,-0.4298837051450369,939293,0.8232070573550764,19694220289.61564,USD,20.919531487678736,10.5184,USD,-24.83420992453694,2.21163853568035,Retail trade,Buy,220.04,USD
SITM,SiTime Corporation,1.7221773143898464,582365,1.1253240766773582,19598589085.82019,USD,,-1.0106,USD,73.44997898276586,0,Electronic technology,Buy,742.46,USD
NVMI,Nova Ltd.,3.876168424663412,555109,1.0716360998252128,19249356791.7345,USD,75.9597657180841,7.9733,USD,21.042324508136993,0,Electronic technology,Buy,605.65,USD
VTRS,Viatris Inc.,-0.9708737864077678,10845240,1.2297567190231704,19005498105.20388,USD,,-0.259,USD,91.85252760388815,2.9126213592233,Health technology,Buy,16.32,USD
SN,"SharkNinja, Inc.",-0.530642750373698,1338651,0.678246132254477,18834946537.662704,USD,26.828334139654896,4.9608,USD,57.1066632885736,0,Consumer durables,Strong buy,133.09,USD
LII,"Lennox International, Inc.",2.3469686615249405,286011,0.8708672316530403,18241100472.941383,USD,23.599461530496015,22.2111,USD,-1.0059366754617562,1.01532754075954,Producer manufacturing,Buy,524.17,USD
ITT,ITT Inc.,3.198857928409037,1374714,1.84745774556276,17449092748.19172,USD,34.4172103685417,5.671,USD,-9.760677232512245,0.760852323798446,Producer manufacturing,Buy,195.18,USD
GH,"Guardant Health, Inc.",-1.3675733171250655,1649050,0.7757047056518042,17214120268.65917,USD,,-3.4003,USD,-0.6303640130216069,0,Health technology,Strong buy,129.82,USD
WCC,"WESCO International, Inc.",0.2941430919629837,303627,0.5727745743905002,16939073575.454971,USD,24.720307058070937,14.069,USD,6.428528201404019,0.536739048937336,Distribution services,Buy,347.79,USD
AA,Alcoa Corporation,-6.703504435073433,12468661,2.59109454682891,16931172723.28748,USD,16.13803858440023,3.9757,USD,17.679966848212164,0.581648974843682,Non-energy minerals,Buy,64.16,USD
BEN,"Franklin Resources, Inc.",1.1826953003423448,3360165,0.768828861150377,16893404178.044193,USD,24.835752482811305,1.309,USD,89.572773352643,4.04606286959228,Finance,Neutral,32.51,USD
ONTO,Onto Innovation Inc.,3.729776460417434,1511964,1.179401726429384,16711848216.481783,USD,155.96304721229282,2.1541,USD,-51.202881478796655,0,Electronic technology,Strong buy,335.96,USD
BBY,"Best Buy Co., Inc.",-1.4262065452693296,3718850,0.8647792727557101,16315482533.860308,USD,14.321394212980094,5.4052,USD,32.098343027518446,4.85164905131797,Retail trade,Neutral,77.41,USD
SMTC,Semtech Corporation,4.552816267770381,2889929,0.9259255758621612,16236249379.845242,USD,,-0.3956,USD,80.79984469035139,0,Electronic technology,Buy,174.3,USD
WSO,"Watsco, Inc.",1.1433527834726445,252336,0.7743648459669571,15694490699.867058,USD,31.99684031097992,12.0265,USD,-7.658228334062754,3.23292856016401,Producer manufacturing,Neutral,384.81,USD
LOGI,Logitech International S.A. - Registered Shares,0.08122010648858714,685292,0.5967082184651523,15650405715.63122,USD,23.041897905738523,4.81297159,USD,16.300313301917438,1.42533936651584,Electronic technology,Buy,110.9,USD
DECK,Deckers Outdoor Corporation,-1.1684090310111555,2038377,1.2530954277607296,15624107230.299572,USD,15.982156809819436,7.0391,USD,11.11795163225358,0,Consumer non-durables,Buy,112.5,USD
RMBS,"Rambus, Inc.",-2.2311681222707493,3075781,1.1002467718729143,15494946247.299059,USD,68.11008651012453,2.1038,USD,10.152363998115096,0,Electronic technology,Buy,143.29,USD
AAOI,"Applied Optoelectronics, Inc.",13.30967169476486,14611537,0.9179882616039087,15370502360.648624,USD,,-0.6602,USD,82.91938321432268,0,Electronic technology,Buy,191.55,USD
MAS,Masco Corporation,0.4052411184654831,1973371,0.870425007774129,14994920382.810886,USD,18.466163172016298,4.0252,USD,10.023233565668985,0,Producer manufacturing,Buy,74.33,USD
VICR,Vicor Corporation,6.136221483359135,673151,0.9570202373617075,14695899805.510519,USD,107.9774942228474,2.9859,USD,484.2105263157895,0,Electronic technology,Strong buy,322.41,USD
JHX,James Hardie Industries plc.,4.309987567343567,9443384,1.288161863267349,14606517349.193537,USD,117.01534170153417,0.2151,USD,-78.03308823529413,0,Non-energy minerals,Buy,25.17,USD
RRX,Regal Rexnord Corporation,3.080401299985866,1008732,1.0816032911778413,14568750762.806274,USD,50.869322672121235,4.3022,USD,22.566308652175152,0.659413122321134,Producer manufacturing,Buy,218.85,USD
RBRK,"Rubrik, Inc.",2.346385100454625,3829393,0.6762546998763299,14364755047.940462,USD,,-1.4525,USD,48.86643666830951,0,Technology services,Strong buy,69.79,USD
CSL,Carlisle Companies Incorporated,2.8449253861593595,385493,1.2553732906422677,14306425971.689503,USD,20.625984481652182,17.141,USD,-0.9751701348369187,1.27992553160543,Producer manufacturing,Buy,353.55,USD
DY,"Dycom Industries, Inc.",0.49040511727079134,435229,0.9711599009090183,14153825209.785288,USD,44.83874036723433,10.511,USD,33.28514728446253,0,Industrial services,Strong buy,471.3,USD
EVR,Evercore Inc.,2.280485757457042,269211,0.7501941591466863,14139625264.13283,USD,20.620656196407616,17.7264,USD,69.76708550413733,0.954166433488164,Finance,Buy,365.53,USD
APTV,Aptiv PLC,-2.101396032329159,2707777,0.6063985420870993,14098160285.712273,USD,39.38516109961573,1.6915,USD,-71.97601020560315,0,Producer manufacturing,Strong buy,66.62,USD
WULF,TeraWulf Inc.,8.096699923254041,31171231,1.1840579146691859,13959154572.140446,USD,,-2.5116,USD,-663.172288058341,0,Technology services,Strong buy,28.17,USD
ALLY,Ally Financial Inc.,2.411539328375029,3416405,0.9652892234137503,13928408024.391254,USD,11.07509322674206,4.1029,USD,201.50646678424457,2.70453008789723,Finance,Buy,45.44,USD
SANM,Sanmina Corporation,1.8103448275862088,600836,0.8338432360394097,13925762703.398277,USD,55.018634592580035,4.7224,USD,9.26675767602212,0,Electronic technology,Buy,259.82,USD
TOL,"Toll Brothers, Inc.",1.094493541808303,1148207,1.1333929869638777,13900073086.322165,USD,11.253462079820805,13.2146,USD,-1.9746602575514773,0.686607749830048,Consumer durables,Buy,148.71,USD
HUT,Hut 8 Corp.,1.1105502271580072,3643790,0.9353881637929271,13531560039.093893,USD,,-2.9097,USD,-418.94060995184594,0,Miscellaneous,Strong buy,120.18,USD
CRBG,Corebridge Financial Inc.,2.505219206680593,8499425,1.5407400497442543,13455357719.50522,USD,49.51260504201681,0.595,USD,-52.616070717528075,3.37508698677801,Finance,Strong buy,29.46,USD
EXEL,"Exelixis, Inc.",-0.24468285337851037,2025466,0.8714678070386868,13321819084.980236,USD,17.566537403466906,3.0171,USD,36.87959350331185,0,Health technology,Buy,53,USD
APLD,Applied Digital Corporation,8.829039812646359,18805479,0.9031953425604679,13279710354.026695,USD,,-0.7392,USD,46.25954198473283,0,Technology services,Strong buy,46.47,USD
VIAV,Viavi Solutions Inc.,1.1036288814066522,6475357,1.0998362922365663,13243275746.866816,USD,,-0.25,USD,-1290.4761904761906,0,Technology services,Strong buy,54.05,USD
SWK,"Stanley Black & Decker, Inc.",1.4111456589332607,1428912,1.0186240756254838,13182632464.386509,USD,34.742707309078995,2.4408,USD,3.6697247706421936,3.95838316192298,Consumer durables,Neutral,84.8,USD
GLXY,Galaxy Digital Inc.,0.8093525179856209,7021009,0.7253120234916083,13112340545.46493,USD,,-0.4075,USD,84.4001225021055,0,Finance,Strong buy,33.63,USD
IVZ,Invesco Ltd,0.6224066390041484,3339824,0.601994270587108,12899931991.763485,USD,,-1.4859,USD,-219.0338860850757,2.92185338865837,Finance,Buy,29.1,USD
ALGN,"Align Technology, Inc.",1.9560741249142002,1091921,1.19769114071114,12766646858.504805,USD,29.8748093649969,5.9669,USD,8.579903191760378,0,Health technology,Buy,178.26,USD
EQH,"Equitable Holdings, Inc.",2.680599727396637,3552156,0.9238582548454588,12724676048.287144,USD,,-2.8462,USD,-177.37392959086583,2.45343025897319,Finance,Strong buy,45.2,USD
JEF,Jefferies Financial Group Inc.,0.47032111579631247,1654534,1.0143840317101767,12664581697.334578,USD,20.96801489253681,2.9545,USD,2.373527373527366,2.59487512163477,Finance,Buy,61.95,USD
SAIA,"Saia, Inc.",-1.7975852713981004,694642,1.5088206149864223,12647223340.634436,USD,49.804642369499,9.521,USD,-20.559694954568577,0,Transportation,Neutral,474.19,USD
AUR,"Aurora Innovation, Inc.",4.2414355628058695,34654830,1.0311632052312398,12532087880.92659,USD,,-0.4398,USD,7.215189873417711,0,Technology services,Buy,6.39,USD
BTSG,"BrightSpring Health Services, Inc.",1.3442985924402997,2550081,0.5627271938877851,12426290725.402498,USD,59.564974902398205,1.0758,USD,282.3027718550107,0,Health services,Strong buy,64.08,USD
ELAN,Elanco Animal Health Incorporated,0.49648324369051483,4476694,0.7913293645844891,12131630457.386429,USD,,-0.4891,USD,-165.27425597224078,0,Health technology,Strong buy,24.29,USD
CR,Crane Company,0,745783,1.4173399089673784,11928527481,USD,37.80563689604685,5.464,USD,5.86069940908651,0.469574478385051,Electronic technology,Strong buy,206.57,USD
FORM,"FormFactor, Inc.",9.61856188492205,1739612,1.1036339097236734,11895898926.166224,USD,175.46280326549385,0.8697,USD,25.697355109119822,0,Electronic technology,Buy,152.6,USD
ARW,"Arrow Electronics, Inc.",1.0979804215539328,399880,0.7332299413350036,11723479613.521034,USD,16.402203462584062,13.978,USD,92.4125209922088,0,Distribution services,Neutral,229.27,USD
SWKS,"Skyworks Solutions, Inc.",3.095849668784651,4384487,0.8957514451427991,11469959869.228065,USD,31.70630301014469,2.4052,USD,-6.057883841737297,3.83939434906043,Electronic technology,Neutral,76.26,USD
HBM,Hudbay Minerals Inc.,3.34291876347951,6805765,0.9772150130622663,11419990851.473995,USD,17.489849712489377,1.6438105800000002,USD,334.47928555762417,0.0514933058702369,Non-energy minerals,Strong buy,28.75,USD
RVTY,"Revvity, Inc.",0.8930363234999004,942357,0.7347557920992215,11217335919.559002,USD,47.66080485377067,2.1097,USD,-16.586272339079542,0.280955247842665,Health technology,Buy,100.55,USD
POWL,"Powell Industries, Inc.",2.978795589482603,472191,0.8043856034378343,11058098194.674095,USD,59.31911899783071,5.1169,USD,7.9150497722287865,0.121574215436811,Producer manufacturing,Buy,303.53,USD
ESI,Element Solutions Inc.,3.157894736842095,2936141,1.1966393167289398,10981813139.242104,USD,73.5759751917741,0.6127,USD,-48.03663811381562,0.732265446224256,Process industries,Strong buy,45.08,USD
BROS,Dutch Bros Inc.,0.9409622097435187,3794309,1.0208421557870901,10959758825.820154,USD,104.9219119734974,0.6339,USD,64.56386292834893,0,Consumer services,Strong buy,66.51,USD
PL,Planet Labs PBC,-1.8298555377207073,14959603,0.7853880286541307,10898788864.278011,USD,,-1.1479,USD,-216.83687551752686,0,Technology services,Buy,30.58,USD
ARWR,"Arrowhead Pharmaceuticals, Inc.",3.529253891572745,1115910,0.7520501590518929,10867117823.317232,USD,,-2.1484,USD,-55.89579856323924,0,Health technology,Strong buy,77.15,USD
SNEX,StoneX Group Inc.,3.856454204606314,2275457,3.0780498903757953,10756805666.072845,USD,24.2154466468038,5.6051,USD,42.496504385407405,0,Finance,Strong buy,135.73,USD
AAON,"AAON, Inc.",3.1999371019734206,852143,0.7985639880715315,10751731607.854864,USD,92.3325830050647,1.4216,USD,-25.31259850793317,0.314490132872081,Producer manufacturing,Buy,131.26,USD
BAX,Baxter International Inc.,-0.23969319271333034,6022498,0.856132406318969,10747720082.537392,USD,,-1.9532,USD,-77.70903466472569,0.958772770853308,Health technology,Neutral,20.81,USD
FIVE,"Five Below, Inc.",-2.3023829915864886,1241813,0.5695034855697407,10722875138.089375,USD,24.463844174193873,7.9268,USD,66.15939294847608,0,Retail trade,Buy,193.92,USD
CIFR,Cipher Digital Inc.,6.244897959183678,23514466,0.9228712907468163,10647550528.319592,USD,,-2.2256,USD,-502.3274695534506,0,Technology services,Strong buy,26.03,USD
GSAT,"Globalstar, Inc.",0.7516017742730402,1347126,1.008544273685079,10531070886.902786,USD,,-0.1513,USD,75.50987374554873,0,Communications,Buy,81.77,USD
CAVA,"CAVA Group, Inc.",-1.6155621496867774,4752950,1.6306637729084854,10426739854.32509,USD,171.88940092165896,0.5208,USD,-56.55655655655656,0,Consumer services,Buy,89.52,USD
IAG,Iamgold Corporation,7.687687687687696,7463857,1.3075936487291888,10363539795.460611,USD,10.519735135763279,1.704415536,USD,27.076680576093082,0,Non-energy minerals,Buy,17.93,USD
RIOT,"Riot Platforms, Inc.",2.8936490041337826,10722039,0.6584598540016438,10353780492.911688,USD,,-2.458,USD,-80.44340038173543,0,Technology services,Strong buy,27.38,USD
ALGM,"Allegro MicroSystems, Inc.",9.116159111199282,2663057,1.3235337604964095,10242232417.91489,USD,,-0.0811,USD,79.04392764857882,0,Electronic technology,Strong buy,55,USD
AAL,"American Airlines Group, Inc.",3.2042723631508707,180251730,1.680640588963164,10225013825.575436,USD,50.473392099249104,0.3063,USD,-64.63865158162086,0,Transportation,Buy,15.46,USD
FLS,Flowserve Corporation,2.459331369283978,2259460,1.4407536253656708,10223283657.464327,USD,29.607284302476213,2.7017,USD,26.685735721654325,1.08876649161009,Producer manufacturing,Buy,79.99,USD
OC,Owens Corning Inc,1.6139657444005335,861626,0.8646004850487131,9937194925.979908,USD,,-6.6945,USD,-340.3338718362951,2.43741765480896,Process industries,Buy,123.4,USD
NUVL,"Nuvalent, Inc.",0.08113590263691223,2969479,0.3674393089166959,9744393660.18499,USD,,-6.0582,USD,-37.65820627598901,0,Health technology,Neutral,123.35,USD
QBTS,D-Wave Quantum Inc.,12.36628155755242,44959556,1.269503071184431,9727890500.287546,USD,,-1.1325,USD,-87.40691709415856,0,Electronic technology,Strong buy,26.26,USD
TKR,Timken Company (The),1.5029913906318417,1228308,1.0851258598216988,9668075618.527945,USD,31.656313286458687,4.3947,USD,-5.161958609378696,1.02874653436451,Producer manufacturing,Buy,139.12,USD
ALV,"Autoliv, Inc.",-2.1317980238076673,927588,1.3271701250655117,9417058776.98965,USD,13.518538420204193,9.305,USD,7.186877239059554,2.69197852641407,Producer manufacturing,Buy,125.79,USD
SIMO,Silicon Motion Technology Corporation,-1.4581625013369575,758564,0.7247643950094173,9413583465,USD,54.97543608409411,5.0277,USD,80.39827771797633,0.709472708474455,Electronic technology,Strong buy,276.4,USD
AG,First Majestic Silver Corp.,7.0821529745042495,13619186,1.0676334558282077,9331713529.49331,USD,32.436069279737005,0.58268466,USD,,0.197409809485205,Non-energy minerals,Buy,18.9,USD
SIRI,SiriusXM Holdings Inc.,-0.21802325581394885,4303348,0.5336872804763818,9243583543.619186,USD,11.414082633635381,2.4058,USD,,3.92441860465116,Consumer services,Neutral,27.46,USD
CRL,"Charles River Laboratories International, Inc.",0.5119726947896155,690460,1.0002530837611636,9078172228.592022,USD,,-3.7603,USD,-478.50769230769237,0,Commercial services,Buy,188.47,USD
CAMT,Camtek Ltd.,2.3180007243752208,557076,1.0431255793051148,9062513427.716406,USD,236.8830857690465,0.8348,USD,-68.4206544354076,0,Electronic technology,Buy,197.75,USD
VSAT,"ViaSat, Inc.",-6.127974918056145,3458056,1.0612804985838364,8995796796.108736,USD,,-0.295,USD,93.37465750348112,0,Electronic technology,Strong buy,65.87,USD
CORZ,"Core Scientific, Inc.",2.2463768115941933,11319201,0.9158811406599826,8970722850.058695,USD,,-1.1469,USD,77.29495377427594,0,Technology services,Strong buy,28.22,USD
