Symbol,Description,Price,Price - Currency,Price change % 1 day,Volume 1 day,Relative volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
ALB,Albemarle Corporation,155.44,USD,-6.16359794747963,1790567,0.9033239412347333,18331761069.860516,USD,,-3.4136,USD,69.31098964326812,0.962338125222764,Process industries,Buy
ROKU,"Roku, Inc.",122.26,USD,-2.6514849908432185,2021715,1.1068236482831029,18043569233.16432,USD,91.93863738908107,1.3298,USD,,0,Technology services,Strong buy
DOCN,"DigitalOcean Holdings, Inc.",169.87,USD,-5.8891966759002745,3208893,1.0933730863288575,17728342767.17722,USD,74.25361717008349,2.2877,USD,109.49633699633698,0,Technology services,Buy
TTMI,"TTM Technologies, Inc.",167.62,USD,-9.316165332179182,1992516,0.6403667914394333,17407347535.482807,USD,91.11268141544818,1.8397,USD,145.6864316239316,0,Electronic technology,Strong buy
SN,"SharkNinja, Inc.",119.82,USD,-2.9561836883453516,1667180,0.7141605400921008,16956971089.915388,USD,24.15336236090953,4.9608,USD,57.1066632885736,0,Consumer durables,Strong buy
GH,"Guardant Health, Inc.",125.61,USD,-5.598977904704647,3345530,1.182718946605818,16655875107.141935,USD,,-3.4003,USD,-0.6303640130216069,0,Health technology,Strong buy
SITM,SiTime Corporation,625.68,USD,-11.49961809386405,696688,1.314329589809667,16515967154.304537,USD,,-1.0106,USD,73.44997898276586,0,Electronic technology,Buy
AMKR,"Amkor Technology, Inc.",64.95,USD,-12.015713898672436,5688694,0.9949329496476158,16099319053.785238,USD,37.05077010838563,1.753,USD,37.40398181533154,0.442047872340426,Electronic technology,Neutral
GEN,Gen Digital Inc.,26.28,USD,-0.9049773755656051,6939480,0.8435120800892809,15831962864.232452,USD,16.606635071090047,1.5825,USD,53.596039988352906,1.88679245283019,Technology services,Buy
RMBS,"Rambus, Inc.",145.31,USD,-14.195453203424854,4360063,1.9644459346784309,15713383523.487345,USD,69.07025382640936,2.1038,USD,10.152363998115096,0,Electronic technology,Buy
NVMI,Nova Ltd.,475.76,USD,-8.578016910069175,970481,2.5879251793649924,15121066292.079544,USD,59.66914577402079,7.9733,USD,21.042324508136993,0,Electronic technology,Strong buy
RBRK,"Rubrik, Inc.",73.41,USD,-4.662337662337667,9492343,1.970184048017786,15108477133.70652,USD,,-1.7798,USD,72.42116680870846,0,Technology services,Strong buy
BBY,"Best Buy Co., Inc.",71.54,USD,0.774757008029316,3901910,0.5805363282557252,15073134628.944374,USD,13.226104640414126,5.409,USD,32.191211691676024,5.31158511083229,Retail trade,Neutral
DECK,Deckers Outdoor Corporation,108.13,USD,-0.7617474302496313,1181376,0.43524975697693136,15017197308.81967,USD,15.361338807518004,7.0391,USD,11.11795163225358,0,Consumer non-durables,Buy
APTV,Aptiv PLC,68.6,USD,-5.924300603400997,5326118,1.0820050877490546,14517168244.05363,USD,40.55571977534732,1.6915,USD,-71.97601020560315,0,Producer manufacturing,Strong buy
NTNX,"Nutanix, Inc.",53.64,USD,-2.4195015462979774,3783048,0.6500269105664528,14499991634.158371,USD,56.20284995808885,0.9544,USD,136242.85714285713,0,Technology services,Buy
AAOI,"Applied Optoelectronics, Inc.",177,USD,-12.760609197101871,19827636,1.6955965682677816,14202970383.370455,USD,,-0.6602,USD,82.91938321432268,0,Electronic technology,Buy
SMTC,Semtech Corporation,151.02,USD,-10.823737821080593,3840385,0.7987069316028087,14067689516.055414,USD,,-0.3956,USD,80.79984469035139,0,Electronic technology,Buy
DY,"Dycom Industries, Inc.",466.28,USD,-4.5622940417954485,412509,0.5670202642435476,14003066876.841791,USD,44.36114546665398,10.511,USD,33.28514728446253,0,Industrial services,Strong buy
RRX,Regal Rexnord Corporation,204.4,USD,-4.42345459646498,701894,0.875284214159773,13606820878.143728,USD,47.51057598438008,4.3022,USD,22.566308652175152,0.650346077019557,Producer manufacturing,Strong buy
SANM,Sanmina Corporation,252.08,USD,-10.013208153357365,609502,0.6910993387125139,13510916477.79004,USD,53.37963747247162,4.7224,USD,9.26675767602212,0,Electronic technology,Buy
KNX,Knight-Swift Transportation Holdings Inc.,78.57,USD,0,4372673,1.0821165932333083,12767153290.896128,USD,375.933014354067,0.209,USD,-77.5172117039587,0.945445253609301,Transportation,Buy
HUT,Hut 8 Corp.,112.24,USD,-12.147777082028812,6012813,1.4788038006316646,12637562101.168407,USD,,-2.9097,USD,-418.94060995184594,0,Miscellaneous,Strong buy
ONTO,Onto Innovation Inc.,253.24,USD,-7.832289998544177,1101985,1.0357675517994216,12597060795.230373,USD,117.56185878092938,2.1541,USD,-51.202881478796655,0,Electronic technology,Strong buy
SAIA,"Saia, Inc.",466.51,USD,-1.0436332011115153,423420,1.1855400070053872,12442388275.285194,USD,48.99800441130133,9.521,USD,-20.559694954568577,0,Transportation,Neutral
AUR,"Aurora Innovation, Inc.",6.31,USD,-7.74853801169591,41185095,1.4042391059391681,12375191060.739567,USD,,-0.4398,USD,7.215189873417711,0,Technology services,Buy
VICR,Vicor Corporation,271.04,USD,-11.459558343133407,926563,1.2319868249530241,12354384044.4977,USD,90.77330118222312,2.9859,USD,484.2105263157895,0,Electronic technology,Strong buy
WULF,TeraWulf Inc.,24,USD,-8.361970217640327,26701300,0.9745837537359461,11892783622.018349,USD,,-2.5116,USD,-663.172288058341,0,Technology services,Strong buy
VIAV,Viavi Solutions Inc.,47.56,USD,-10.618304829919186,6355750,0.911882344530248,11653102373.426935,USD,,-0.25,USD,-1290.4761904761906,0,Technology services,Strong buy
PL,Planet Labs PBC,32.22,USD,-25.982081323225366,40838303,2.9478030656953296,11482989512.840712,USD,,-0.7881,USD,-86.8421052631579,0,Technology services,Buy
APLD,Applied Digital Corporation,39.62,USD,-10.26047565118913,21846446,0.9862003565741664,11322188596.67233,USD,,-0.7392,USD,46.25954198473283,0,Technology services,Strong buy
SWKS,"Skyworks Solutions, Inc.",73.57,USD,-7.956962342049309,7169825,1.4205035413700648,11065368108.39995,USD,30.587892898719442,2.4052,USD,-6.057883841737297,3.52095214480536,Electronic technology,Neutral
SIMO,Silicon Motion Technology Corporation,258.7,USD,-12.206875487833857,1471263,1.2627595521927277,10288860396,USD,51.45493963442528,5.0277,USD,80.39827771797633,0.649117656652641,Electronic technology,Strong buy
HBM,Hudbay Minerals Inc.,25.66,USD,-14.807436918990707,10245521,1.6640418533076091,10192052824.95209,USD,15.610071082520953,1.6438105800000002,USD,334.47928555762417,0.047438330170778,Non-energy minerals,Strong buy
RIOT,"Riot Platforms, Inc.",24.66,USD,-10.229341099381138,18383867,1.1131228818746772,9325208822.992407,USD,,-2.458,USD,-80.44340038173543,0,Technology services,Strong buy
CIFR,Cipher Digital Inc.,22.45,USD,-12.133072407045015,25866945,0.9959579698913569,9183154332.953506,USD,,-2.2256,USD,-502.3274695534506,0,Technology services,Strong buy
VSAT,"ViaSat, Inc.",67.18,USD,-7.884272590154942,2557485,0.7971646269782228,9174702722.957485,USD,,-0.295,USD,93.37465750348112,0,Electronic technology,Strong buy
FORM,"FormFactor, Inc.",116.7,USD,-7.823545673551598,1260947,0.7840730107741507,9097321760.494366,USD,134.18420144877544,0.8697,USD,25.697355109119822,0,Electronic technology,Neutral
AAL,"American Airlines Group, Inc.",13.5,USD,1.5037593984962352,106125267,1.3345998265023336,8928699078.81356,USD,44.07443682664054,0.3063,USD,-64.63865158162086,0,Transportation,Buy
QBTS,D-Wave Quantum Inc.,23.85,USD,-13.712011577424018,34318596,0.5540130992167392,8822440913.06352,USD,,-1.1325,USD,-87.40691709415856,0,Electronic technology,Strong buy
BRKR,Bruker Corporation,56.39,USD,-5.96965149241287,3588287,1.0131743638935797,8584003477.157096,USD,,-0.2404,USD,-145.78175585602744,0.318979266347687,Health technology,Buy
CAVA,"CAVA Group, Inc.",72.6,USD,1.1846689895470304,1918343,0.6854487246323018,8456002576.150287,USD,139.40092165898616,0.5208,USD,-56.55655655655656,0,Consumer services,Buy
CORZ,"Core Scientific, Inc.",25.85,USD,-7.380867072733782,13426345,0.8906406553386578,8217334688.688214,USD,,-1.1469,USD,77.29495377427594,0,Technology services,Strong buy
VSH,"Vishay Intertechnology, Inc.",57.2,USD,-10.161771634992931,10644038,1.1575517584958057,7785268567.697358,USD,3575,0.016,USD,,0.625293106143505,Electronic technology,Buy
CLF,Cleveland-Cliffs Inc.,13.53,USD,-6.23700623700624,16589974,0.737622683095288,7717710315.377384,USD,,-2.3386,USD,3.8760327181552903,0,Non-energy minerals,Neutral
ENPH,"Enphase Energy, Inc.",56.07,USD,-18.014329580348004,10448779,1.105945114706684,7389925710.900609,USD,55.18157661647476,1.0161,USD,-5.470276304772534,0,Producer manufacturing,Neutral
MXL,"MaxLinear, Inc",80.92,USD,-14.106782719456525,4498504,0.8378909269447676,7246058992.531349,USD,,-1.5146,USD,42.61574600287945,0,Electronic technology,Buy
PRAX,"Praxis Precision Medicines, Inc.",254,USD,-4.0604343720491025,617734,1.1294480654352697,7081208088.947048,USD,,-13.3803,USD,-24.902451319007525,0,Health technology,Strong buy
LEGN,Legend Biotech Corporation,32.62,USD,-4.6198830409356875,2484731,0.6969237624225034,6682917613,USD,,-1.3602,USD,-13.7671462027434,0,Health technology,Strong buy
OSCR,"Oscar Health, Inc.",24.51,USD,3.855932203389831,9386016,1.36160926447461,6517258217.275611,USD,,-0.6096,USD,-318.80832735104093,0,Health services,Neutral
LUNR,"Intuitive Machines, Inc.",29.36,USD,-12.696996729110921,13942562,0.6736240175170357,6371735620.966006,USD,,-0.8716,USD,59.0605918271489,0,Electronic technology,Buy
ETSY,"Etsy, Inc.",66.86,USD,-0.28337061894108534,2666165,0.8444573783349529,6344762400.983744,USD,27.324369610527608,2.4469,USD,73.82254741777366,0,Retail trade,Buy
FLY,Firefly Aerospace Inc.,36.1,USD,-12.654246310186299,6683984,0.5807509296055637,5928891052.141781,USD,,-2.3696,USD,-21.52418072721679,0,Electronic technology,Buy
VSXY,Victorias Secret & Co.,74.6,USD,2.0799124247400056,3254935,0.7789778797215468,5925155244.460486,USD,30.58129048126588,2.4394,USD,22.46598724835584,0,Retail trade,Buy
NVTS,Navitas Semiconductor Corporation,25.08,USD,-18.22627975220086,36737836,0.8669817955901349,5861526214.307392,USD,,-0.6271,USD,-19.24320212968244,0,Electronic technology,Neutral
M,Macy's Inc,22.16,USD,-3.777681285280073,7497398,0.9123803909013256,5844467158.374312,USD,9.12046754743384,2.4297,USD,22.854831369772967,3.38853211009174,Retail trade,Neutral
AXTI,AXT Inc,89.04,USD,-15.992074724030559,9781417,1.1271073926923065,5825280427.031302,USD,,-0.3174,USD,25.59774964838255,0,Electronic technology,Buy
BB,BlackBerry Limited,9.41,USD,-8.994197292069629,70458552,1.2511905422115273,5514838510.115603,USD,108.04387201221664,0.08709425000000001,USD,,0,Technology services,Neutral
ZETA,Zeta Global Holdings Corp.,22.02,USD,-4.881209503239737,9621261,0.9097936501946159,5488652733.351955,USD,,-0.1046,USD,64.05498281786942,0,Technology services,Strong buy
ONDS,Ondas Inc,10.43,USD,-12.865497076023399,63879050,0.6254837185601203,5170804440.847546,USD,52.0979020979021,0.2002,USD,,0,Electronic technology,Strong buy
USAR,"USA Rare Earth, Inc.",22.47,USD,-17.084870848708494,23687713,1.3254005033348846,5011604336.182987,USD,,-3.8839,USD,-581.3359771966788,0,Producer manufacturing,Strong buy
PLUG,"Plug Power, Inc.",3.215,USD,-10.69444444444445,79374750,0.940548571174898,4485147200.063685,USD,,-1.2976,USD,42.86720676294469,0,Electronic technology,Neutral
BTDR,Bitdeer Technologies Group,17.47,USD,-11.003565970453389,15788004,1.1610307382368836,4250689247.0142055,USD,,-2.4604,USD,-28.641639652828598,0,Technology services,Strong buy
FLNC,"Fluence Energy, Inc.",22.91,USD,-15.616942909760583,12912435,0.8909745415085755,4222557575.5436625,USD,,-0.3694,USD,-25.00846023688664,0,Producer manufacturing,Neutral
CLSK,"CleanSpark, Inc.",15.59,USD,-7.0917759237187195,39577244,1.6744674018995858,4000528400.6729136,USD,,-2.1014,USD,-126.29765237992679,0,Technology services,Strong buy
RDW,Redwire Corporation,18.45,USD,-13.905739617358845,54048796,0.7818815314538121,3670050765.0886135,USD,,-2.6879,USD,-18.97574362606233,0,Electronic technology,Buy
PVH,PVH Corp.,77.8,USD,-0.460593654042988,2079317,1.2875744600272176,3584560863.744898,USD,24.693709134767982,3.1506,USD,-55.59408033826638,0.153061224489796,Consumer non-durables,Buy
INOD,Innodata Inc.,101.97,USD,-16.074074074074073,2127514,1.0673845062444718,3329866686.9958434,USD,91.9559924249256,1.1089,USD,6.635253389749009,0,Technology services,Strong buy
INFQ,"Infleqtion, Inc.",14.56,USD,-14.10029498525073,19441348,0.520518248689454,3176946605.5829983,USD,,-1.5417,USD,,0,Electronic technology,Strong buy
KEEL,Keel Infrastructure Corp.,5.13,USD,-13.490725126475544,113713051,2.5259112759562687,3097640833.946341,USD,,-0.6507,USD,-186.14775725593665,0,Technology services,Strong buy
AEHR,Aehr Test Systems,98.45,USD,-15.551552581917994,2352316,1.0948621836531667,3096572826.3500304,USD,,-0.3783,USD,-148.74371859296483,0,Electronic technology,Buy
PENG,"Penguin Solutions, Inc.",59.86,USD,-15.879707700955588,4794893,1.4650179962915733,3037746044.9158382,USD,85514.28571428571,0.0007,USD,,0,Electronic technology,Strong buy
WOLF,"Wolfspeed, Inc.",55.06,USD,-17.89442290486132,7787805,0.7876053979545696,2661549710.337279,USD,,-17.2532,USD,-106.57319715999569,0,Electronic technology,Neutral
TE,T1 Energy Inc.,9.43,USD,-19.12521440823328,41342488,0.7894509215009266,2633528946.9399996,USD,,-2.0321,USD,34.17233560090704,0,Producer manufacturing,Strong buy
POET,POET Technologies Inc.,11.86,USD,-23.36025848142165,57199193,1.5094036049790174,2046981615.9622886,USD,,-0.7242,USD,-11.175928768805646,0,Producer manufacturing,No rating
