Symbol,Description,Price change % 1 day,Volume 1 day,Relative volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating,Price,Price - Currency
DAL,"Delta Air Lines, Inc.",-0.11319330901773789,5067578,0.6775508199081061,52178487988,USD,11.59670000730087,6.8485,USD,21.407931358471153,0.944346512213548,Transportation,Strong buy,79.42,USD
ROK,"Rockwell Automation, Inc.",-3.359726548978892,844023,1.2535719887169714,49707188067,USD,46.41625103906899,9.624,USD,21.16633932618221,1.22003089252535,Producer manufacturing,Buy,446.71,USD
MCHP,Microchip Technology Incorporated,-8.265835929387325,19736632,1.8424845807248136,47887276631,USD,409.170912459472,0.2159,USD,,2.06022187004754,Electronic technology,Buy,88.34,USD
ON,ON Semiconductor Corporation,-11.045364891518728,19056584,1.7602967716198827,45954569863,USD,83.58400456197876,1.4029,USD,-2.6912672539363216,0,Electronic technology,Buy,117.26,USD
CCJ,Cameco Corporation,-9.279073846693562,3894281,1.2922961675995814,45051528132.27566,USD,96.32623043601129,1.073850804,USD,170.61195254337045,0.166562565063502,Non-energy minerals,Buy,103.44,USD
STT,State Street Corporation,-0.6144393241167435,1743947,0.9300027415650214,44767066910,USD,16.40483169200499,9.8599,USD,10.73438079087162,2.02782071097373,Finance,Buy,161.75,USD
CLS,"Celestica, Inc.",-12.612845589618212,3570233,1.3857107919992495,42736653977.86258,USD,45.20286828880246,8.223150744,USD,137.55662783391023,0,Electronic technology,Strong buy,371.71,USD
HUM,Humana Inc.,0.08004574042309111,1739359,1.5691879427879751,42031128500,USD,37.46615438949475,9.3439,USD,-33.932220407412906,1.01119744058501,Health services,Neutral,350.08,USD
GFS,GlobalFoundries Inc.,-10.826446280991737,7048614,0.7572562556589849,41421893261,USD,54.260057471264375,1.392,USD,,0,Electronic technology,Buy,75.53,USD
XYZ,"Block, Inc.",-3.865143179573981,4888141,0.7615645175015658,40561773424.99999,USD,52.94437538844004,1.2872,USD,-68.69116824362123,0,Commercial services,Strong buy,68.15,USD
VIK,Viking Holdings Ltd,-0.055561729081005845,1927479,0.5576566880473558,40093995419,USD,33.49471175331446,2.6852,USD,117.98993343075175,0,Consumer services,Strong buy,89.94,USD
TEVA,Teva Pharmaceutical Industries Limited,-0.6970665117630032,5713369,0.8923903310933852,39309415009.66374,USD,25.40685145277551,1.3457,USD,,0,Health technology,Strong buy,34.19,USD
HEI,Heico Corporation,-0.4625041295011624,469719,0.5706072037915844,38858215203,USD,59.19344180314694,5.5991,USD,30.878193590612646,0.0724134809763751,Electronic technology,Buy,331.43,USD
STLD,"Steel Dynamics, Inc.",-3.016073686111621,1120527,0.9620422725183299,38721132454,USD,28.76087235956982,9.3356,USD,23.396999537373596,0.756052141527002,Non-energy minerals,Buy,268.5,USD
A,"Agilent Technologies, Inc.",-2.1175110211751154,2201180,0.677492465936473,38252583429,USD,27.202795798268692,4.9789,USD,22.799358737205583,0.742764323685765,Health technology,Strong buy,135.44,USD
CRDO,Credo Technology Group Holding Ltd,-4.878160919540236,15917767,1.8047562974734073,38160847128.00001,USD,83.34944807026024,2.4822,USD,790.6350914962326,0,Technology services,Strong buy,206.89,USD
JBL,Jabil Inc.,-5.505323417687653,1011448,0.8539801277093101,37267746052.00001,USD,47.34105285729603,7.4616,USD,78.81518404907976,0.0905899671611369,Producer manufacturing,Buy,353.24,USD
ASTS,"AST SpaceMobile, Inc.",-12.759809861124067,24000136,0.7993784175232135,36328457981.00001,USD,,-1.7785,USD,11.190452411864586,0,Communications,Neutral,93.6,USD
WAT,Waters Corporation,-2.9510983610911925,676544,0.6199342115270392,35873181467,USD,46.50890436243747,7.8557,USD,-28.76263885740195,0,Health technology,Buy,365.36,USD
UAL,"United Airlines Holdings, Inc.",0.7528111301696268,3835892,0.6522362419932601,34316758924.000004,USD,9.433187905391542,11.2083,USD,2.1760137106184336,0,Transportation,Strong buy,105.73,USD
NTAP,"NetApp, Inc.",-6.613741823670829,3258633,0.5424744214230778,32962070999.000004,USD,26.273239170782343,6.3578,USD,11.901577020557582,1.24521072796935,Electronic technology,Buy,167.04,USD
RVMD,"Revolution Medicines, Inc.",-4.149270987218196,2140414,0.6395460555454247,31725769722,USD,,-7.073,USD,-76.93115869521715,0,Health technology,Strong buy,149.23,USD
NTRA,"Natera, Inc.",-3.057181449797385,849450,0.5638795657599609,30835702646,USD,,-1.6413,USD,-11.942436229709456,0,Health technology,Strong buy,215.31,USD
CNC,Centene Corporation,-0.5901116427432289,3961192,0.8926049942490484,30778367731.999996,USD,,-13.1443,USD,-295.7045441010065,0,Health services,Buy,62.33,USD
TECK,Teck Resources Ltd,-8.338287752675386,4839379,1.470555220417718,30193687104.55006,USD,22.77121657314827,2.708243532,USD,453.8008787023556,0.582072176949942,Non-energy minerals,Neutral,61.67,USD
FSLR,"First Solar, Inc.",-11.411335132560724,3903926,1.078992450696172,29980563445.000004,USD,18.02553202486013,15.4786,USD,31.587180141120463,0,Electronic technology,Buy,279.01,USD
ZM,"Zoom Communications, Inc.",-3.412223172702204,3605572,0.6295185561620692,29798260465,USD,14.912319319098982,6.8145,USD,104.61506125390343,0,Technology services,Buy,101.62,USD
